clip_id,dataset_id,LocationID,SessionID,GroupID,latitude,longitude,binaural_start_s,binaural_end_s,audio_asset,video_asset,split,licence_spdx,n_responses,mean_PAQ1_pleasant,mean_PAQ2_vibrant,mean_PAQ3_eventful,mean_PAQ4_chaotic,mean_PAQ5_annoying,mean_PAQ6_monotonous,mean_PAQ7_uneventful,mean_PAQ8_calm,mean_ISOPleasant,mean_ISOEventful,LAeq_dBA,loudness_N_sone,sharpness_S_acum,roughness_R_asper,fluctuation_strength_F_vacil,tonality_T_tu
ISD_CampoPrincipe_CampoPrincipe1_CP12,ISD,CampoPrincipe,CampoPrincipe1,CP12,37.172598,-3.59129,0.0,30.56,ISD_CampoPrincipe_CP12_binaural,ISD_CampoPrincipe_CampoPrincipe1_360,,CC-BY-4.0,1,5.0,3.0,2.0,1.0,2.0,3.0,4.0,5.0,0.6036,-0.5,61.43,15.8,1.71,0.0337,0.0176,0.166
ISD_CampoPrincipe_CampoPrincipe1_CP13,ISD,CampoPrincipe,CampoPrincipe1,CP13,37.172598,-3.59129,0.0,30.81,ISD_CampoPrincipe_CP13_binaural,ISD_CampoPrincipe_CampoPrincipe1_360,,CC-BY-4.0,4,4.25,3.0,3.25,2.0,2.0,2.75,3.5,4.0,0.3977,-0.154,60.69,16.0,1.98,0.032,0.0177,0.175
ISD_CampoPrincipe_CampoPrincipe1_CP14,ISD,CampoPrincipe,CampoPrincipe1,CP14,37.172598,-3.59129,0.0,30.67,ISD_CampoPrincipe_CP14_binaural,ISD_CampoPrincipe_CampoPrincipe1_360,,CC-BY-4.0,1,5.0,3.0,4.0,1.0,1.0,4.0,2.0,5.0,0.6339,-0.159,60.98,16.3,2.09,0.0307,0.012,0.103
ISD_CampoPrincipe_CampoPrincipe1_CP15,ISD,CampoPrincipe,CampoPrincipe1,CP15,37.172598,-3.59129,0.0,,ISD_CampoPrincipe_CP15_binaural,ISD_CampoPrincipe_CampoPrincipe1_360,,CC-BY-4.0,7,4.857,2.429,3.286,1.714,1.429,3.143,2.857,4.429,0.5015,-0.2067,,,,,,
ISD_CampoPrincipe_CampoPrincipe1_CP16,ISD,CampoPrincipe,CampoPrincipe1,CP16,37.172598,-3.59129,0.0,31.05,ISD_CampoPrincipe_CP16_binaural,ISD_CampoPrincipe_CampoPrincipe1_360,,CC-BY-4.0,4,4.0,2.75,3.5,2.0,1.25,1.25,2.0,2.75,0.4495,0.2102,60.94,16.7,2.24,0.0287,0.0154,0.1
ISD_CampoPrincipe_CampoPrincipe1_CP17,ISD,CampoPrincipe,CampoPrincipe1,CP17,37.172598,-3.59129,0.0,30.74,ISD_CampoPrincipe_CP17_binaural,ISD_CampoPrincipe_CampoPrincipe1_360,,CC-BY-4.0,4,5.0,3.5,4.25,2.25,1.25,2.0,1.75,4.25,0.6446,0.2223,63.03,17.9,2.13,0.0324,0.0134,0.145
ISD_CampoPrincipe_CampoPrincipe1_CP18,ISD,CampoPrincipe,CampoPrincipe1,CP18,37.172598,-3.59129,0.0,30.65,ISD_CampoPrincipe_CP18_binaural,ISD_CampoPrincipe_CampoPrincipe1_360,,CC-BY-4.0,5,4.8,2.8,3.8,1.4,1.2,2.4,3.2,4.6,0.6364,-0.1429,69.26,25.6,1.93,0.0441,0.0263,0.19
ISD_CampoPrincipe_CampoPrincipe1_CP19,ISD,CampoPrincipe,CampoPrincipe1,CP19,37.172598,-3.59129,0.0,30.79,ISD_CampoPrincipe_CP19_binaural,ISD_CampoPrincipe_CampoPrincipe1_360,,CC-BY-4.0,1,4.0,3.0,5.0,4.0,3.0,1.0,1.0,2.0,0.1036,0.7071,64.16,20.1,2.04,0.0343,0.021,0.155
ISD_CampoPrincipe_CampoPrincipe1_CP20,ISD,CampoPrincipe,CampoPrincipe1,CP20,37.172598,-3.59129,0.0,30.79,ISD_CampoPrincipe_CP20_binaural,ISD_CampoPrincipe_CampoPrincipe1_360,,CC-BY-4.0,2,4.5,1.0,2.5,1.5,1.5,3.0,2.5,4.5,0.3839,-0.3661,65.03,20.9,1.95,0.0362,0.0237,0.231
ISD_CampoPrincipe_CampoPrincipe1_CP21,ISD,CampoPrincipe,CampoPrincipe1,CP21,37.172598,-3.59129,0.0,30.65,ISD_CampoPrincipe_CP21_binaural,ISD_CampoPrincipe_CampoPrincipe1_360,,CC-BY-4.0,2,4.5,4.0,4.0,3.0,1.5,2.0,2.5,3.5,0.4937,0.2652,69.07,27.2,2.78,0.0401,0.0166,0.219
ISD_CampoPrincipe_CampoPrincipe1_CP22,ISD,CampoPrincipe,CampoPrincipe1,CP22,37.172598,-3.59129,0.0,,ISD_CampoPrincipe_CP22_binaural,ISD_CampoPrincipe_CampoPrincipe1_360,,CC-BY-4.0,1,5.0,1.0,5.0,1.0,1.0,1.0,1.0,5.0,0.7071,0.1213,,,,,,
ISD_CampoPrincipe_CampoPrincipe1_CP23,ISD,CampoPrincipe,CampoPrincipe1,CP23,37.172598,-3.59129,0.0,,ISD_CampoPrincipe_CP23_binaural,ISD_CampoPrincipe_CampoPrincipe1_360,,CC-BY-4.0,1,3.0,1.0,2.0,2.0,3.0,4.0,4.0,4.0,-0.0732,-0.5732,,,,,,
ISD_CampoPrincipe_CampoPrincipe1_CP3,ISD,CampoPrincipe,CampoPrincipe1,CP3,37.172598,-3.59129,0.0,31.06,ISD_CampoPrincipe_CP3_binaural,ISD_CampoPrincipe_CampoPrincipe1_360,,CC-BY-4.0,4,4.25,2.75,3.75,2.333,2.0,2.5,2.75,4.25,0.3917,-0.0185,55.88,12.0,1.95,0.026,0.00624,0.0916
ISD_CampoPrincipe_CampoPrincipe1_CP4,ISD,CampoPrincipe,CampoPrincipe1,CP4,37.172598,-3.59129,0.0,32.68,ISD_CampoPrincipe_CP4_binaural,ISD_CampoPrincipe_CampoPrincipe1_360,,CC-BY-4.0,3,5.0,3.667,3.333,1.667,1.333,3.0,4.333,4.667,0.6482,-0.2744,55.68,11.6,2.36,0.0225,0.00691,0.063
ISD_CampoPrincipe_CampoPrincipe1_CP5,ISD,CampoPrincipe,CampoPrincipe1,CP5,37.172598,-3.59129,0.0,30.98,ISD_CampoPrincipe_CP5_binaural,ISD_CampoPrincipe_CampoPrincipe1_360,,CC-BY-4.0,2,4.5,2.5,2.0,1.5,1.5,3.0,3.0,5.0,0.5303,-0.3964,51.58,10.1,1.84,0.0212,0.00601,0.0845
ISD_CampoPrincipe_CampoPrincipe1_CP6,ISD,CampoPrincipe,CampoPrincipe1,CP6,37.172598,-3.59129,0.0,30.12,ISD_CampoPrincipe_CP6_binaural,ISD_CampoPrincipe_CampoPrincipe1_360,,CC-BY-4.0,2,2.5,2.5,2.0,3.5,3.5,2.5,4.5,3.0,-0.1402,-0.2223,57.26,14.0,2.12,0.0251,0.0121,0.103
ISD_CampoPrincipe_CampoPrincipe1_CP7,ISD,CampoPrincipe,CampoPrincipe1,CP7,37.172598,-3.59129,0.0,30.67,ISD_CampoPrincipe_CP7_binaural,ISD_CampoPrincipe_CampoPrincipe1_360,,CC-BY-4.0,1,5.0,1.0,3.0,1.0,1.0,4.0,4.0,5.0,0.4874,-0.6161,61.44,16.5,2.42,0.0301,0.00949,0.0935
ISD_CampoPrincipe_CampoPrincipe1_CP8,ISD,CampoPrincipe,CampoPrincipe1,CP8,37.172598,-3.59129,0.0,30.58,ISD_CampoPrincipe_CP8_binaural,ISD_CampoPrincipe_CampoPrincipe1_360,,CC-BY-4.0,1,2.0,4.0,2.0,4.0,4.0,2.0,2.0,2.0,-0.2071,0.2929,60.42,15.0,1.64,0.0421,0.0377,0.205
ISD_CampoPrincipe_CampoPrincipe1_CP9,ISD,CampoPrincipe,CampoPrincipe1,CP9,37.172598,-3.59129,0.0,29.63,ISD_CampoPrincipe_CP9_binaural,ISD_CampoPrincipe_CampoPrincipe1_360,,CC-BY-4.0,3,4.0,4.0,4.0,2.333,2.667,3.0,2.333,3.667,0.3089,0.1482,57.58,12.8,2.15,0.026,0.011,0.118
ISD_CarloV_CarloV1_CV11,ISD,CarloV,CarloV1,CV11,37.17531246599077,-3.599908138,0.0,,ISD_CarloV_CV11_binaural,ISD_CarloV_CarloV1_360,,CC-BY-4.0,1,5.0,2.0,1.0,1.0,1.0,4.0,4.0,4.0,0.4874,-0.6768,,,,,,
ISD_CarloV_CarloV1_CV12,ISD,CarloV,CarloV1,CV12,37.17685,-3.590392,0.0,31.02,ISD_CarloV_CV12_binaural,ISD_CarloV_CarloV1_360,,CC-BY-4.0,1,5.0,2.0,3.0,2.0,2.0,4.0,3.0,4.0,0.3107,-0.2929,65.83,19.2,1.83,0.0385,0.0567,0.305
ISD_CarloV_CarloV1_CV13,ISD,CarloV,CarloV1,CV13,37.17685,-3.590392,0.0,,ISD_CarloV_CV13_binaural,ISD_CarloV_CarloV1_360,,CC-BY-4.0,2,5.0,2.5,2.5,1.0,1.0,2.5,2.5,5.0,0.7071,-0.2929,,,,,,
ISD_CarloV_CarloV1_CV14,ISD,CarloV,CarloV1,CV14,37.17685,-3.590392,0.0,30.59,ISD_CarloV_CV14_binaural,ISD_CarloV_CarloV1_360,,CC-BY-4.0,3,4.0,3.667,3.667,2.667,2.333,1.333,2.667,2.667,0.3435,0.2745,55.93,10.8,1.6,0.0254,0.0312,0.205
ISD_CarloV_CarloV1_CV15,ISD,CarloV,CarloV1,CV15,37.17685,-3.590392,0.0,30.38,ISD_CarloV_CV15_binaural,ISD_CarloV_CarloV1_360,,CC-BY-4.0,5,4.8,3.4,4.0,1.2,1.2,2.2,1.8,4.6,0.7096,0.0667,47.63,6.76,1.99,0.0216,0.0208,0.167
ISD_CarloV_CarloV1_CV16,ISD,CarloV,CarloV1,CV16,37.17685,-3.590392,0.0,30.72,ISD_CarloV_CV16_binaural,ISD_CarloV_CarloV1_360,,CC-BY-4.0,4,4.0,2.25,2.25,1.75,2.0,2.75,2.0,4.0,0.3352,-0.1755,46.19,6.12,1.66,0.0207,0.0252,0.128
ISD_CarloV_CarloV1_CV17,ISD,CarloV,CarloV1,CV17,37.17685,-3.590392,0.0,,ISD_CarloV_CV17_binaural,ISD_CarloV_CarloV1_360,,CC-BY-4.0,3,4.667,3.333,3.0,1.667,2.0,2.667,3.0,4.333,0.5202,-0.1464,,,,,,
ISD_CarloV_CarloV1_CV21,ISD,CarloV,CarloV1,CV21,37.175381281364174,-3.600068316,0.0,,ISD_CarloV_CV21_binaural,ISD_CarloV_CarloV1_360,,CC-BY-4.0,1,5.0,4.0,4.0,1.0,1.0,1.0,2.0,3.0,0.7803,0.2803,,,,,,
ISD_CarloV_CarloV1_CV210,ISD,CarloV,CarloV1,CV210,37.17685,-3.590392,0.0,31.49,ISD_CarloV_CV210_binaural,ISD_CarloV_CarloV1_360,,CC-BY-4.0,2,4.0,1.0,1.0,1.0,1.0,1.0,1.0,3.5,0.4937,-0.1831,53.73,9.46,1.59,0.0252,0.0249,0.186
ISD_CarloV_CarloV1_CV211,ISD,CarloV,CarloV1,CV211,37.17685,-3.590392,0.0,,ISD_CarloV_CV211_binaural,ISD_CarloV_CarloV1_360,,CC-BY-4.0,3,5.0,1.0,1.333,1.0,1.0,1.0,1.0,4.667,0.6827,-0.234,,,,,,
ISD_CarloV_CarloV1_CV212,ISD,CarloV,CarloV1,CV212,37.17685,-3.590392,0.0,30.89,ISD_CarloV_CV212_binaural,ISD_CarloV_CarloV1_360,,CC-BY-4.0,2,5.0,4.0,2.5,1.0,1.0,1.0,2.5,5.0,0.9268,-0.0732,44.73,5.78,2.04,0.0181,0.0311,0.122
ISD_CarloV_CarloV1_CV214,ISD,CarloV,CarloV1,CV214,37.17685,-3.590392,0.0,30.68,ISD_CarloV_CV214_binaural,ISD_CarloV_CarloV1_360,,CC-BY-4.0,2,5.0,4.0,2.0,1.0,2.0,2.0,2.0,5.0,0.75,-0.1464,49.73,7.99,1.73,0.0238,0.0234,0.121
ISD_CarloV_CarloV1_CV22,ISD,CarloV,CarloV1,CV22,37.17672963626683,-3.590366682,0.0,31.45,ISD_CarloV_CV22_binaural,ISD_CarloV_CarloV1_360,,CC-BY-4.0,3,4.667,2.667,3.333,1.0,1.333,1.667,3.0,4.0,0.6381,-0.112,59.83,14.4,1.8,0.0284,0.0385,0.192
ISD_CarloV_CarloV1_CV23,ISD,CarloV,CarloV1,CV23,37.17685,-3.590392,0.0,31.4,ISD_CarloV_CV23_binaural,ISD_CarloV_CarloV1_360,,CC-BY-4.0,1,5.0,4.0,4.0,3.0,2.0,1.0,1.0,5.0,0.6768,0.3839,60.7,14.1,1.73,0.0312,0.0278,0.156
ISD_CarloV_CarloV1_CV24,ISD,CarloV,CarloV1,CV24,37.17685,-3.590392,0.0,,ISD_CarloV_CV24_binaural,ISD_CarloV_CarloV1_360,,CC-BY-4.0,2,4.0,2.5,3.5,1.0,1.5,3.0,3.0,4.0,0.4419,-0.2045,,,,,,
ISD_CarloV_CarloV1_CV25,ISD,CarloV,CarloV1,CV25,37.17685,-3.590392,0.0,,ISD_CarloV_CV25_binaural,ISD_CarloV_CarloV1_360,,CC-BY-4.0,1,5.0,5.0,1.0,1.0,1.0,1.0,5.0,5.0,1.0,-0.4142,,,,,,
ISD_CarloV_CarloV1_CV26,ISD,CarloV,CarloV1,CV26,37.17685,-3.590392,0.0,,ISD_CarloV_CV26_binaural,ISD_CarloV_CarloV1_360,,CC-BY-4.0,1,4.0,3.0,5.0,2.0,2.0,2.0,2.0,5.0,0.5,0.1642,,,,,,
ISD_CarloV_CarloV1_CV27,ISD,CarloV,CarloV1,CV27,37.17672439757736,-3.590360396,0.0,30.51,ISD_CarloV_CV27_binaural,ISD_CarloV_CarloV1_360,,CC-BY-4.0,2,4.5,1.0,2.5,1.0,1.5,1.0,3.0,4.0,0.5303,-0.2714,50.09,7.81,1.49,0.0233,0.0195,0.156
ISD_CarloV_CarloV1_CV28,ISD,CarloV,CarloV1,CV28,37.17685,-3.590392,0.0,30.63,ISD_CarloV_CV28_binaural,ISD_CarloV_CarloV1_360,,CC-BY-4.0,1,5.0,3.0,3.0,1.0,1.0,2.0,4.0,5.0,0.7803,-0.3232,50.42,7.41,1.57,0.022,0.0202,0.148
ISD_CarloV_CarloV1_CV29,ISD,CarloV,CarloV1,CV29,37.17685,-3.590392,0.0,,ISD_CarloV_CV29_binaural,ISD_CarloV_CarloV1_360,,CC-BY-4.0,1,5.0,5.0,2.0,1.0,1.0,3.0,5.0,5.0,0.8536,-0.4571,,,,,,
ISD_CarloV_CarloV1_CV31,ISD,CarloV,CarloV1,CV31,37.17685,-3.590392,0.0,32.94,ISD_CarloV_CV31_binaural,ISD_CarloV_CarloV1_360,,CC-BY-4.0,1,4.0,4.0,3.0,3.0,2.0,3.0,2.0,3.0,0.2803,0.1768,52.15,8.53,1.55,0.0245,0.0189,0.154
ISD_CarloV_CarloV1_CV310,ISD,CarloV,CarloV1,CV310,37.17681488022208,-3.590415381,0.0,,ISD_CarloV_CV310_binaural,ISD_CarloV_CarloV1_360,,CC-BY-4.0,1,4.0,2.0,2.0,1.0,1.0,1.0,1.0,5.0,0.6768,-0.1161,,,,,,
ISD_CarloV_CarloV1_CV32,ISD,CarloV,CarloV1,CV32,37.17685,-3.590392,0.0,,ISD_CarloV_CV32_binaural,ISD_CarloV_CarloV1_360,,CC-BY-4.0,1,2.0,3.0,4.0,2.0,3.0,2.0,3.0,3.0,0.0429,0.1036,,,,,,
ISD_CarloV_CarloV1_CV33,ISD,CarloV,CarloV1,CV33,37.17685,-3.590392,0.0,24.0,ISD_CarloV_CV33_binaural,ISD_CarloV_CarloV1_360,,CC-BY-4.0,1,5.0,4.0,3.0,1.0,2.0,4.0,3.0,4.0,0.5303,-0.2197,49.03,7.03,1.44,0.0214,0.0178,0.118
ISD_CarloV_CarloV1_CV35,ISD,CarloV,CarloV1,CV35,37.17685,-3.590392,0.0,30.93,ISD_CarloV_CV35_binaural,ISD_CarloV_CarloV1_360,,CC-BY-4.0,1,4.0,3.0,3.0,1.0,1.0,1.0,1.0,4.0,0.6768,0.1339,55.4,11.7,1.65,0.0308,0.036,0.25
ISD_CarloV_CarloV1_CV37,ISD,CarloV,CarloV1,CV37,37.17685,-3.590392,0.0,30.63,ISD_CarloV_CV37_binaural,ISD_CarloV_CarloV1_360,,CC-BY-4.0,1,4.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,0.5303,-0.2197,54.9,10.3,1.54,0.0246,0.0239,0.21
ISD_CarloV_CarloV1_CV38,ISD,CarloV,CarloV1,CV38,37.17685,-3.590392,0.0,32.09,ISD_CarloV_CV38_binaural,ISD_CarloV_CarloV1_360,,CC-BY-4.0,1,4.0,2.0,2.0,1.0,1.0,1.0,2.0,4.0,0.6036,-0.1464,49.54,8.13,1.6,0.0229,0.0224,0.135
ISD_CarloV_CarloV1_CV39,ISD,CarloV,CarloV1,CV39,37.17685,-3.590392,0.0,31.83,ISD_CarloV_CV39_binaural,ISD_CarloV_CarloV1_360,,CC-BY-4.0,1,4.0,2.0,4.0,2.0,3.0,2.0,2.0,3.0,0.1768,0.1339,62.49,17.7,1.79,0.0217,0.0286,0.586
ISD_CarloV_CarloV1_CV41,ISD,CarloV,CarloV1,CV41,37.17685,-3.590392,0.0,30.21,ISD_CarloV_CV41_binaural,ISD_CarloV_CarloV1_360,,CC-BY-4.0,1,5.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,0.7071,-0.7071,46.09,5.55,1.4,0.0213,0.0142,0.157
ISD_CarloV_CarloV1_CV42,ISD,CarloV,CarloV1,CV42,37.17685,-3.590392,0.0,30.34,ISD_CarloV_CV42_binaural,ISD_CarloV_CarloV1_360,,CC-BY-4.0,1,5.0,5.0,5.0,1.0,1.0,1.0,5.0,5.0,1.0,0.0,54.88,10.4,1.74,0.0261,0.0374,0.216
ISD_CarloV_CarloV1_CV43,ISD,CarloV,CarloV1,CV43,37.17685,-3.590392,0.0,34.43,ISD_CarloV_CV43_binaural,ISD_CarloV_CarloV1_360,,CC-BY-4.0,3,4.667,1.667,3.0,1.0,1.0,1.333,2.0,4.667,0.6727,-0.1405,54.14,12.0,1.88,0.0216,0.0274,0.132
ISD_CarloV_CarloV1_CV44,ISD,CarloV,CarloV1,CV44,37.17685,-3.590392,0.0,,ISD_CarloV_CV44_binaural,ISD_CarloV_CarloV1_360,,CC-BY-4.0,2,5.0,,,,,,,5.0,,,,,,,,
ISD_CarloV_CarloV1_CV45,ISD,CarloV,CarloV1,CV45,37.17685,-3.590392,0.0,30.63,ISD_CarloV_CV45_binaural,ISD_CarloV_CarloV1_360,,CC-BY-4.0,2,5.0,2.5,2.0,1.5,1.0,1.0,1.0,4.5,0.7437,-0.0063,50.91,8.56,1.67,0.0247,0.0336,0.153
ISD_CarloV_CarloV2_2CV11,ISD,CarloV,CarloV2,2CV11,37.17685,-3.590392,0.0,31.23,ISD_CarloV_2CV11_binaural,ISD_CarloV_CarloV2_360,,CC-BY-4.0,2,5.0,4.5,3.5,1.5,1.0,2.5,3.5,4.5,0.7803,-0.0732,57.87,12.7,1.68,0.0287,0.0275,0.209
ISD_CarloV_CarloV2_2CV12,ISD,CarloV,CarloV2,2CV12,37.17685,-3.590392,0.0,30.88,ISD_CarloV_2CV12_binaural,ISD_CarloV_CarloV2_360,,CC-BY-4.0,2,2.0,4.0,3.0,2.5,3.0,3.0,2.5,1.5,-0.1036,0.1982,62.12,16.5,1.81,0.0333,0.0549,0.222
ISD_CarloV_CarloV2_2CV13,ISD,CarloV,CarloV2,2CV13,37.17685,-3.590392,0.0,30.79,ISD_CarloV_2CV13_binaural,ISD_CarloV_CarloV2_360,,CC-BY-4.0,3,5.0,3.0,3.0,1.333,2.0,2.0,3.0,4.0,0.5792,-0.1221,58.59,13.8,1.81,0.0268,0.0344,0.251
ISD_CarloV_CarloV2_2CV14,ISD,CarloV,CarloV2,2CV14,37.17685,-3.590392,0.0,30.77,ISD_CarloV_2CV14_binaural,ISD_CarloV_CarloV2_360,,CC-BY-4.0,1,4.0,4.0,4.0,4.0,2.0,1.0,1.0,2.0,0.2803,0.6768,52.59,9.1,1.7,0.0249,0.0183,0.127
ISD_CarloV_CarloV2_2CV15,ISD,CarloV,CarloV2,2CV15,37.17685,-3.590392,0.0,30.74,ISD_CarloV_2CV15_binaural,ISD_CarloV_CarloV2_360,,CC-BY-4.0,2,4.0,2.5,2.5,1.5,1.5,2.0,2.0,4.5,0.5152,-0.1313,62.1,17.1,1.87,0.03,0.0441,0.259
ISD_CarloV_CarloV2_2CV21,ISD,CarloV,CarloV2,2CV21,37.17685,-3.590392,0.0,30.46,ISD_CarloV_2CV21_binaural,ISD_CarloV_CarloV2_360,,CC-BY-4.0,1,4.0,3.0,4.0,4.0,,4.0,3.0,4.0,,,55.43,11.5,1.78,0.0259,0.0218,0.148
ISD_CarloV_CarloV2_2CV22,ISD,CarloV,CarloV2,2CV22,37.17685,-3.590392,0.0,31.72,ISD_CarloV_2CV22_binaural,ISD_CarloV_CarloV2_360,,CC-BY-4.0,1,5.0,4.0,2.0,2.0,1.0,2.0,2.0,4.0,0.7071,0.0,54.87,10.4,1.86,0.023,0.0177,0.141
ISD_CarloV_CarloV2_2CV23,ISD,CarloV,CarloV2,2CV23,37.17685,-3.590392,0.0,19.67,ISD_CarloV_2CV23_binaural,ISD_CarloV_CarloV2_360,,CC-BY-4.0,1,4.0,1.0,4.0,5.0,3.0,1.0,2.0,1.0,-0.1893,0.5,61.55,15.0,1.75,0.0367,0.0409,0.242
ISD_CarloV_CarloV2_2CV24,ISD,CarloV,CarloV2,2CV24,37.17685,-3.590392,0.0,,ISD_CarloV_2CV24_binaural,ISD_CarloV_CarloV2_360,,CC-BY-4.0,1,5.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,0.341,-0.0732,,,,,,
ISD_CarloV_CarloV2_2CV25,ISD,CarloV,CarloV2,2CV25,37.17685,-3.590392,0.0,30.65,ISD_CarloV_2CV25_binaural,ISD_CarloV_CarloV2_360,,CC-BY-4.0,1,3.0,3.0,4.0,4.0,3.0,3.0,1.0,3.0,-0.0732,0.3839,58.39,13.3,1.62,0.0277,0.0318,0.233
ISD_CarloV_CarloV2_2CV31,ISD,CarloV,CarloV2,2CV31,37.17685,-3.590392,0.0,30.39,ISD_CarloV_2CV31_binaural,ISD_CarloV_CarloV2_360,,CC-BY-4.0,2,4.0,3.0,3.5,2.0,3.5,2.0,2.5,3.0,0.1982,0.1036,57.44,12.5,1.72,0.0286,0.0171,0.186
ISD_CarloV_CarloV2_2CV32,ISD,CarloV,CarloV2,2CV32,37.17685,-3.590392,0.0,30.77,ISD_CarloV_2CV32_binaural,ISD_CarloV_CarloV2_360,,CC-BY-4.0,7,4.571,4.167,3.571,3.714,2.429,4.429,3.667,3.571,0.1922,-0.0187,59.55,13.2,1.7,0.0298,0.0398,0.258
ISD_CarloV_CarloV2_2CV33,ISD,CarloV,CarloV2,2CV33,37.17685,-3.590392,0.0,30.67,ISD_CarloV_2CV33_binaural,ISD_CarloV_CarloV2_360,,CC-BY-4.0,2,4.5,1.5,4.0,2.0,1.0,2.0,1.5,4.0,0.4723,0.0758,57.87,13.1,1.82,0.0303,0.0364,0.202
ISD_CarloV_CarloV2_2CV34,ISD,CarloV,CarloV2,2CV34,37.17685,-3.590392,0.0,35.29,ISD_CarloV_2CV34_binaural,ISD_CarloV_CarloV2_360,,CC-BY-4.0,5,4.4,2.6,3.6,2.8,1.8,2.2,2.4,3.8,0.3718,0.0803,65.6,20.9,2.0,0.0359,0.0475,0.289
ISD_CarloV_CarloV2_2CV41,ISD,CarloV,CarloV2,2CV41,37.17685,-3.590392,0.0,31.07,ISD_CarloV_2CV41_binaural,ISD_CarloV_CarloV2_360,,CC-BY-4.0,2,4.5,2.5,3.5,2.0,1.0,1.5,2.0,4.0,0.5821,0.0821,52.68,8.39,1.42,0.0249,0.0137,0.227
ISD_CarloV_CarloV2_2CV51,ISD,CarloV,CarloV2,2CV51,37.17685,-3.590392,0.0,29.0,ISD_CarloV_2CV51_binaural,ISD_CarloV_CarloV2_360,,CC-BY-4.0,2,5.0,2.0,3.5,1.0,1.5,1.5,3.0,5.0,0.6919,-0.2045,54.27,10.3,1.51,0.0261,0.0345,0.145
ISD_CarloV_CarloV2_2CV52,ISD,CarloV,CarloV2,2CV52,37.17685,-3.590392,0.0,,ISD_CarloV_2CV52_binaural,ISD_CarloV_CarloV2_360,,CC-BY-4.0,2,5.0,4.0,1.0,2.0,1.5,1.5,2.0,5.0,0.7652,-0.1402,,,,,,
ISD_CarloV_CarloV2_2CV61,ISD,CarloV,CarloV2,2CV61,37.17685,-3.590392,0.0,30.67,ISD_CarloV_2CV61_binaural,ISD_CarloV_CarloV2_360,,CC-BY-4.0,2,5.0,3.0,5.0,1.0,1.0,1.0,1.0,5.0,0.8536,0.2678,67.77,25.5,1.89,0.0349,0.0547,0.336
ISD_CarloV_CarloV2_2CV62,ISD,CarloV,CarloV2,2CV62,37.17685,-3.590392,0.0,30.77,ISD_CarloV_2CV62_binaural,ISD_CarloV_CarloV2_360,,CC-BY-4.0,24,4.5,4.333,3.87,2.583,1.913,2.522,2.625,4.043,0.5074,0.1546,65.35,21.3,1.89,0.032,0.0459,0.347
ISD_CarloV_CarloV2_2CV7,ISD,CarloV,CarloV2,2CV7,37.17685,-3.590392,0.0,,ISD_CarloV_2CV7_binaural,ISD_CarloV_CarloV2_360,,CC-BY-4.0,5,4.8,2.6,2.8,2.0,1.2,3.6,3.4,4.8,0.5046,-0.3404,,,,,,
ISD_DadongSquare_DadongSquare1_DSQ1001,ISD,DadongSquare,DadongSquare1,DSQ1001,,,0.0,,ISD_DadongSquare_DSQ1001_binaural,ISD_DadongSquare_DadongSquare1_360,,CC-BY-4.0,1,4.0,4.0,4.0,3.0,2.0,3.0,4.0,4.0,0.3536,0.0,,,,,,
ISD_DadongSquare_DadongSquare1_DSQ1002,ISD,DadongSquare,DadongSquare1,DSQ1002,,,0.0,,ISD_DadongSquare_DSQ1002_binaural,ISD_DadongSquare_DadongSquare1_360,,CC-BY-4.0,1,4.0,4.0,4.0,2.0,2.0,3.0,4.0,4.0,0.4268,-0.0732,,,,,,
ISD_DadongSquare_DadongSquare1_DSQ1003,ISD,DadongSquare,DadongSquare1,DSQ1003,,,0.0,,ISD_DadongSquare_DSQ1003_binaural,ISD_DadongSquare_DadongSquare1_360,,CC-BY-4.0,1,3.0,2.0,4.0,4.0,3.0,2.0,4.0,3.0,-0.0732,0.0732,,,,,,
ISD_DadongSquare_DadongSquare1_DSQ1004,ISD,DadongSquare,DadongSquare1,DSQ1004,,,0.0,,ISD_DadongSquare_DSQ1004_binaural,ISD_DadongSquare_DadongSquare1_360,,CC-BY-4.0,1,4.0,4.0,2.0,2.0,1.0,2.0,4.0,4.0,0.6036,-0.2071,,,,,,
ISD_DadongSquare_DadongSquare1_DSQ1005,ISD,DadongSquare,DadongSquare1,DSQ1005,,,0.0,,ISD_DadongSquare_DSQ1005_binaural,ISD_DadongSquare_DadongSquare1_360,,CC-BY-4.0,1,5.0,5.0,4.0,1.0,3.0,2.0,4.0,4.0,0.6464,0.0,,,,,,
ISD_DadongSquare_DadongSquare1_DSQ1006,ISD,DadongSquare,DadongSquare1,DSQ1006,,,0.0,,ISD_DadongSquare_DSQ1006_binaural,ISD_DadongSquare_DadongSquare1_360,,CC-BY-4.0,1,4.0,4.0,4.0,3.0,2.0,3.0,4.0,4.0,0.3536,0.0,,,,,,
ISD_DadongSquare_DadongSquare1_DSQ1007,ISD,DadongSquare,DadongSquare1,DSQ1007,,,0.0,,ISD_DadongSquare_DSQ1007_binaural,ISD_DadongSquare_DadongSquare1_360,,CC-BY-4.0,1,5.0,3.0,5.0,2.0,2.0,1.0,4.0,4.0,0.6036,0.1036,,,,,,
