response_id,clip_id,participant_id,language,PAQ1_pleasant,PAQ2_vibrant,PAQ3_eventful,PAQ4_chaotic,PAQ5_annoying,PAQ6_monotonous,PAQ7_uneventful,PAQ8_calm,ISOPleasant,ISOEventful,age,gender
ISD_CamdenTown_CamdenTown4_CT405_R1222,ISD_CamdenTown_CamdenTown4_CT405,1222,eng,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,-0.4142,0.0,38.0,Male
ISD_CamdenTown_CamdenTown4_CT406_R1223,ISD_CamdenTown_CamdenTown4_CT406,1223,eng,1.0,3.0,2.0,5.0,4.0,5.0,2.0,1.0,-0.75,0.1464,49.0,Male
ISD_CamdenTown_CamdenTown4_CT407_R1224,ISD_CamdenTown_CamdenTown4_CT407,1224,eng,2.0,3.0,1.0,3.0,4.0,1.0,1.0,2.0,-0.1339,0.2197,32.0,Female
ISD_CamdenTown_CamdenTown4_CT407_R1225,ISD_CamdenTown_CamdenTown4_CT407,1225,eng,2.0,2.0,4.0,1.0,4.0,3.0,2.0,1.0,-0.2803,0.1339,34.0,Female
ISD_CamdenTown_CamdenTown4_CT408_R1226,ISD_CamdenTown_CamdenTown4_CT408,1226,eng,1.0,1.0,2.0,1.0,3.0,5.0,1.0,1.0,-0.5,-0.1893,62.0,
ISD_CamdenTown_CamdenTown4_CT410_R1228,ISD_CamdenTown_CamdenTown4_CT410,1228,eng,3.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,-0.3232,0.2197,29.0,Female
ISD_CamdenTown_CamdenTown4_CT410_R1230,ISD_CamdenTown_CamdenTown4_CT410,1230,eng,3.0,3.0,3.0,3.0,4.0,3.0,3.0,1.0,-0.25,0.1464,32.0,Female
ISD_CamdenTown_CamdenTown4_CT412_R1229,ISD_CamdenTown_CamdenTown4_CT412,1229,eng,4.0,5.0,4.0,2.0,1.0,2.0,2.0,3.0,0.6036,0.3536,33.0,Female
ISD_CamdenTown_CamdenTown4_CT412_R1231,ISD_CamdenTown_CamdenTown4_CT412,1231,eng,4.0,3.0,4.0,5.0,2.0,1.0,1.0,1.0,0.0607,0.75,25.0,Male
ISD_CamdenTown_CamdenTown4_CT412_R1232,ISD_CamdenTown_CamdenTown4_CT412,1232,eng,1.0,2.0,4.0,5.0,1.0,4.0,2.0,1.0,-0.4393,0.3536,25.0,Female
ISD_CamdenTown_CamdenTown4_CT412_R1233,ISD_CamdenTown_CamdenTown4_CT412,1233,eng,3.0,4.0,5.0,5.0,4.0,1.0,1.0,1.0,-0.1768,0.9268,24.0,Male
ISD_CamdenTown_CamdenTown4_CT412_R1234,ISD_CamdenTown_CamdenTown4_CT412,1234,eng,1.0,4.0,5.0,5.0,4.0,2.0,1.0,1.0,-0.4571,0.8536,25.0,Female
ISD_CamdenTown_CamdenTown4_CT413_R1235,ISD_CamdenTown_CamdenTown4_CT413,1235,eng,2.0,5.0,4.0,4.0,2.0,1.0,2.0,1.0,0.0732,0.7197,26.0,Male
ISD_CamdenTown_CamdenTown4_CT414_R1236,ISD_CamdenTown_CamdenTown4_CT414,1236,eng,1.0,4.0,3.0,4.0,4.0,3.0,3.0,1.0,-0.4571,0.2929,29.0,Male
ISD_CamdenTown_CamdenTown4_CT414_R1237,ISD_CamdenTown_CamdenTown4_CT414,1237,eng,1.0,4.0,2.0,5.0,5.0,4.0,3.0,1.0,-0.7071,0.1893,31.0,Female
ISD_CamdenTown_CamdenTown4_CT414_R1240,ISD_CamdenTown_CamdenTown4_CT414,1240,eng,1.0,4.0,4.0,5.0,5.0,5.0,3.0,1.0,-0.7803,0.3232,63.0,Male
ISD_CamdenTown_CamdenTown4_CT415_R1238,ISD_CamdenTown_CamdenTown4_CT415,1238,eng,1.0,5.0,2.0,5.0,2.0,5.0,2.0,1.0,-0.3964,0.2929,28.0,Male
ISD_CarloV_CarloV1_CV14_R1395,ISD_CarloV_CarloV1_CV14,1395,eng,4.0,4.0,4.0,3.0,3.0,2.0,3.0,3.0,0.25,0.25,34.0,Male
ISD_CarloV_CarloV1_CV14_R1396,ISD_CarloV_CarloV1_CV14,1396,eng,4.0,4.0,3.0,2.0,1.0,1.0,3.0,2.0,0.5303,0.2197,32.0,Female
ISD_CarloV_CarloV1_CV14_R1397,ISD_CarloV_CarloV1_CV14,1397,eng,4.0,3.0,4.0,3.0,3.0,1.0,2.0,3.0,0.25,0.3536,34.0,Female
ISD_CarloV_CarloV1_CV15_R1394,ISD_CarloV_CarloV1_CV15,1394,eng,4.0,1.0,3.0,1.0,2.0,5.0,1.0,4.0,0.1339,-0.3055,39.0,Male
ISD_CarloV_CarloV1_CV16_R1398,ISD_CarloV_CarloV1_CV16,1398,eng,4.0,4.0,3.0,3.0,3.0,1.0,2.0,2.0,0.25,0.3964,35.0,Female
ISD_CarloV_CarloV1_CV17_R1402,ISD_CarloV_CarloV1_CV17,1402,eng,5.0,3.0,3.0,3.0,3.0,2.0,3.0,4.0,0.3536,0.0,32.0,Male
ISD_CarloV_CarloV1_CV212_R1403,ISD_CarloV_CarloV1_CV212,1403,eng,5.0,4.0,4.0,1.0,1.0,1.0,1.0,5.0,0.9268,0.2374,62.0,Female
ISD_CarloV_CarloV1_CV212_R1404,ISD_CarloV_CarloV1_CV212,1404,eng,5.0,4.0,1.0,1.0,1.0,1.0,4.0,5.0,0.9268,-0.3839,33.0,Female
ISD_CarloV_CarloV1_CV23_R573,ISD_CarloV_CarloV1_CV23,573,eng,5.0,4.0,4.0,3.0,2.0,1.0,1.0,5.0,0.6768,0.3839,25.0,Male
ISD_CarloV_CarloV1_CV24_R574,ISD_CarloV_CarloV1_CV24,574,eng,4.0,3.0,5.0,1.0,2.0,4.0,3.0,4.0,0.3536,-0.0858,29.0,Male
ISD_CarloV_CarloV1_CV24_R575,ISD_CarloV_CarloV1_CV24,575,eng,4.0,2.0,2.0,1.0,1.0,2.0,3.0,4.0,0.5303,-0.3232,29.0,Female
ISD_CarloV_CarloV1_CV25_R576,ISD_CarloV_CarloV1_CV25,576,eng,5.0,5.0,1.0,1.0,1.0,1.0,5.0,5.0,1.0,-0.4142,65.0,Female
ISD_CarloV_CarloV1_CV26_R579,ISD_CarloV_CarloV1_CV26,579,eng,4.0,3.0,5.0,2.0,2.0,2.0,2.0,5.0,0.5,0.1642,46.0,Male
ISD_CarloV_CarloV1_CV31_R577,ISD_CarloV_CarloV1_CV31,577,eng,4.0,4.0,3.0,3.0,2.0,3.0,2.0,3.0,0.2803,0.1768,48.0,Male
ISD_CarloV_CarloV1_CV32_R578,ISD_CarloV_CarloV1_CV32,578,eng,2.0,3.0,4.0,2.0,3.0,2.0,3.0,3.0,0.0429,0.1036,58.0,Male
ISD_CarloV_CarloV1_CV33_R580,ISD_CarloV_CarloV1_CV33,580,eng,5.0,4.0,3.0,1.0,2.0,4.0,3.0,4.0,0.5303,-0.2197,62.0,Female
ISD_CarloV_CarloV1_CV35_R581,ISD_CarloV_CarloV1_CV35,581,eng,4.0,3.0,3.0,1.0,1.0,1.0,1.0,4.0,0.6768,0.1339,32.0,Male
ISD_CarloV_CarloV1_CV37_R582,ISD_CarloV_CarloV1_CV37,582,eng,4.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,0.5303,-0.2197,33.0,Male
ISD_CarloV_CarloV1_CV38_R583,ISD_CarloV_CarloV1_CV38,583,eng,4.0,2.0,2.0,1.0,1.0,1.0,2.0,4.0,0.6036,-0.1464,34.0,Male
ISD_CarloV_CarloV1_CV39_R584,ISD_CarloV_CarloV1_CV39,584,eng,4.0,2.0,4.0,2.0,3.0,2.0,2.0,3.0,0.1768,0.1339,45.0,Female
ISD_CarloV_CarloV1_CV42_R1399,ISD_CarloV_CarloV1_CV42,1399,eng,5.0,5.0,5.0,1.0,1.0,1.0,5.0,5.0,1.0,0.0,70.0,Female
ISD_CarloV_CarloV1_CV45_R1405,ISD_CarloV_CarloV1_CV45,1405,eng,5.0,4.0,3.0,2.0,1.0,1.0,1.0,4.0,0.7803,0.2803,30.0,Female
ISD_CarloV_CarloV1_CV45_R1406,ISD_CarloV_CarloV1_CV45,1406,eng,5.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,0.7071,-0.2929,27.0,Female
ISD_EustonTap_EustonTap1_ET101_R1284,ISD_EustonTap_EustonTap1_ET101,1284,eng,1.0,2.0,2.0,5.0,4.0,3.0,2.0,2.0,-0.6036,0.1464,62.0,Female
ISD_EustonTap_EustonTap1_ET101_R1285,ISD_EustonTap_EustonTap1_ET101,1285,eng,1.0,3.0,1.0,1.0,2.0,1.0,2.0,1.0,0.0429,0.0429,35.0,Female
ISD_EustonTap_EustonTap1_ET103_R1286,ISD_EustonTap_EustonTap1_ET103,1286,eng,4.0,4.0,5.0,2.0,3.0,3.0,1.0,4.0,0.3232,0.341,21.0,Male
ISD_EustonTap_EustonTap1_ET103_R1287,ISD_EustonTap_EustonTap1_ET103,1287,eng,3.0,2.0,4.0,4.0,4.0,3.0,3.0,2.0,-0.3232,0.1768,18.0,Male
ISD_EustonTap_EustonTap1_ET103_R1288,ISD_EustonTap_EustonTap1_ET103,1288,eng,2.0,2.0,4.0,4.0,4.0,4.0,1.0,1.0,-0.5732,0.3839,30.0,Male
ISD_EustonTap_EustonTap1_ET104_R1289,ISD_EustonTap_EustonTap1_ET104,1289,eng,2.0,5.0,3.0,5.0,3.0,1.0,1.0,1.0,-0.1036,0.7929,38.0,Male
ISD_EustonTap_EustonTap1_ET105_R1290,ISD_EustonTap_EustonTap1_ET105,1290,eng,4.0,4.0,3.0,4.0,4.0,4.0,4.0,2.0,-0.1464,0.0429,22.0,Male
ISD_EustonTap_EustonTap1_ET105_R1291,ISD_EustonTap_EustonTap1_ET105,1291,eng,4.0,4.0,3.0,4.0,3.0,3.0,4.0,3.0,0.1036,0.0429,24.0,Female
ISD_EustonTap_EustonTap1_ET106_R1292,ISD_EustonTap_EustonTap1_ET106,1292,eng,3.0,3.0,4.0,2.0,2.0,4.0,4.0,4.0,0.1768,-0.2197,36.0,Female
ISD_EustonTap_EustonTap1_ET106_R1293,ISD_EustonTap_EustonTap1_ET106,1293,eng,2.0,2.0,3.0,3.0,4.0,4.0,3.0,1.0,-0.5,0.0,54.0,Male
ISD_EustonTap_EustonTap1_ET107_R1294,ISD_EustonTap_EustonTap1_ET107,1294,eng,3.0,2.0,1.0,4.0,4.0,4.0,3.0,2.0,-0.3964,-0.2071,20.0,Male
ISD_EustonTap_EustonTap1_ET108_R1295,ISD_EustonTap_EustonTap1_ET108,1295,eng,3.0,4.0,4.0,4.0,5.0,3.0,3.0,2.0,-0.2803,0.3232,22.0,Female
ISD_EustonTap_EustonTap1_ET109_R1296,ISD_EustonTap_EustonTap1_ET109,1296,eng,2.0,2.0,4.0,5.0,4.0,2.0,2.0,1.0,-0.5,0.5,65.0,Female
ISD_EustonTap_EustonTap1_ET109_R1298,ISD_EustonTap_EustonTap1_ET109,1298,eng,2.0,3.0,3.0,4.0,4.0,4.0,2.0,2.0,-0.4268,0.1768,66.0,Male
ISD_EustonTap_EustonTap1_ET110_R1297,ISD_EustonTap_EustonTap1_ET110,1297,eng,2.0,3.0,2.0,4.0,4.0,3.0,4.0,2.0,-0.3536,-0.0607,24.0,Female
ISD_EustonTap_EustonTap1_ET110_R1299,ISD_EustonTap_EustonTap1_ET110,1299,eng,5.0,2.0,3.0,2.0,1.0,3.0,2.0,2.0,0.341,0.0303,21.0,Female
ISD_EustonTap_EustonTap1_ET111_R1300,ISD_EustonTap_EustonTap1_ET111,1300,eng,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,42.0,Non-conforming
ISD_EustonTap_EustonTap1_ET111_R1301,ISD_EustonTap_EustonTap1_ET111,1301,eng,2.0,4.0,2.0,4.0,4.0,2.0,4.0,2.0,-0.2071,0.0858,27.0,Female
ISD_EustonTap_EustonTap1_ET112_R1302,ISD_EustonTap_EustonTap1_ET112,1302,eng,1.0,1.0,4.0,5.0,2.0,2.0,2.0,1.0,-0.4697,0.4268,23.0,Female
ISD_EustonTap_EustonTap1_ET113_R1303,ISD_EustonTap_EustonTap1_ET113,1303,eng,1.0,2.0,4.0,4.0,5.0,5.0,5.0,1.0,-0.8536,-0.1036,67.0,Female
ISD_EustonTap_EustonTap1_ET115_R1306,ISD_EustonTap_EustonTap1_ET115,1306,eng,1.0,1.0,3.0,4.0,5.0,4.0,4.0,1.0,-0.8536,-0.1036,24.0,Female
ISD_EustonTap_EustonTap1_ET115_R1308,ISD_EustonTap_EustonTap1_ET115,1308,eng,2.0,3.0,2.0,5.0,3.0,3.0,4.0,2.0,-0.3232,0.0126,30.0,Male
ISD_EustonTap_EustonTap1_ET115_R1309,ISD_EustonTap_EustonTap1_ET115,1309,eng,3.0,4.0,2.0,4.0,4.0,4.0,4.0,2.0,-0.25,-0.0607,27.0,Female
ISD_EustonTap_EustonTap1_ET116_R1305,ISD_EustonTap_EustonTap1_ET116,1305,eng,3.0,2.0,2.0,3.0,2.0,4.0,4.0,3.0,-0.0429,-0.3536,20.0,Female
ISD_EustonTap_EustonTap1_ET117_R1311,ISD_EustonTap_EustonTap1_ET117,1311,eng,3.0,4.0,4.0,2.0,1.0,1.0,2.0,1.0,0.3536,0.5,19.0,Male
ISD_EustonTap_EustonTap1_ET118_R1307,ISD_EustonTap_EustonTap1_ET118,1307,eng,1.0,1.0,4.0,5.0,5.0,2.0,2.0,1.0,-0.7803,0.4268,44.0,Female
ISD_EustonTap_EustonTap1_ET118_R1310,ISD_EustonTap_EustonTap1_ET118,1310,eng,2.0,4.0,4.0,5.0,3.0,3.0,1.0,1.0,-0.3232,0.6768,23.0,Male
ISD_EustonTap_EustonTap1_ET118_R1312,ISD_EustonTap_EustonTap1_ET118,1312,eng,1.0,3.0,3.0,5.0,4.0,4.0,3.0,1.0,-0.6768,0.2197,31.0,Male
ISD_EustonTap_EustonTap1_ET118_R1313,ISD_EustonTap_EustonTap1_ET118,1313,eng,1.0,4.0,1.0,5.0,5.0,5.0,5.0,1.0,-0.7803,-0.1945,26.0,Female
ISD_EustonTap_EustonTap1_ET119_R1314,ISD_EustonTap_EustonTap1_ET119,1314,eng,2.0,3.0,4.0,4.0,4.0,4.0,3.0,2.0,-0.4268,0.1768,30.0,Female
ISD_EustonTap_EustonTap1_ET120_R1315,ISD_EustonTap_EustonTap1_ET120,1315,eng,2.0,4.0,4.0,4.0,3.0,3.0,1.0,2.0,-0.1768,0.5303,22.0,Male
ISD_EustonTap_EustonTap1_ET120_R1316,ISD_EustonTap_EustonTap1_ET120,1316,eng,3.0,4.0,4.0,3.0,3.0,2.0,2.0,2.0,0.0732,0.4268,22.0,Male
ISD_EustonTap_EustonTap1_ET121_R1317,ISD_EustonTap_EustonTap1_ET121,1317,eng,1.0,1.0,5.0,3.0,4.0,4.0,1.0,1.0,-0.6768,0.341,34.0,Male
ISD_EustonTap_EustonTap1_ET122_R1318,ISD_EustonTap_EustonTap1_ET122,1318,eng,3.0,4.0,3.0,3.0,3.0,2.0,3.0,3.0,0.1464,0.1464,21.0,Female
ISD_EustonTap_EustonTap1_ET122_R1319,ISD_EustonTap_EustonTap1_ET122,1319,eng,2.0,4.0,2.0,4.0,4.0,1.0,4.0,1.0,-0.2071,0.2322,22.0,Female
ISD_EustonTap_EustonTap1_ET123_R1320,ISD_EustonTap_EustonTap1_ET123,1320,eng,2.0,4.0,4.0,4.0,3.0,2.0,3.0,2.0,-0.1036,0.3964,49.0,Male
ISD_EustonTap_EustonTap1_ET123_R1321,ISD_EustonTap_EustonTap1_ET123,1321,eng,2.0,4.0,4.0,5.0,2.0,2.0,2.0,2.0,-0.0732,0.5732,50.0,Female
ISD_EustonTap_EustonTap1_ET123_R1322,ISD_EustonTap_EustonTap1_ET123,1322,eng,2.0,1.0,3.0,4.0,4.0,5.0,3.0,2.0,-0.6464,-0.1464,20.0,Female
ISD_EustonTap_EustonTap1_ET124_R1323,ISD_EustonTap_EustonTap1_ET124,1323,eng,2.0,2.0,1.0,5.0,3.0,5.0,5.0,1.0,-0.6161,-0.341,36.0,Female
ISD_EustonTap_EustonTap1_ET124_R1324,ISD_EustonTap_EustonTap1_ET124,1324,eng,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,41.0,Male
ISD_EustonTap_EustonTap1_ET125_R1325,ISD_EustonTap_EustonTap1_ET125,1325,eng,2.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,-0.25,0.25,28.0,Female
ISD_EustonTap_EustonTap2_ET201_R1326,ISD_EustonTap_EustonTap2_ET201,1326,eng,1.0,2.0,5.0,5.0,5.0,1.0,1.0,1.0,-0.6339,0.7803,37.0,Male
ISD_EustonTap_EustonTap2_ET201_R1327,ISD_EustonTap_EustonTap2_ET201,1327,eng,2.0,4.0,2.0,4.0,5.0,2.0,4.0,2.0,-0.3107,0.0858,27.0,Female
ISD_EustonTap_EustonTap2_ET201_R1328,ISD_EustonTap_EustonTap2_ET201,1328,eng,2.0,4.0,2.0,5.0,4.0,1.0,4.0,1.0,-0.2803,0.3055,28.0,Male
ISD_EustonTap_EustonTap2_ET202_R1329,ISD_EustonTap_EustonTap2_ET202,1329,eng,2.0,4.0,4.0,4.0,3.0,2.0,2.0,1.0,-0.1768,0.5732,57.0,Female
ISD_EustonTap_EustonTap2_ET203_R1330,ISD_EustonTap_EustonTap2_ET203,1330,eng,1.0,3.0,3.0,4.0,4.0,2.0,3.0,2.0,-0.3839,0.2197,53.0,Male
ISD_EustonTap_EustonTap3_ET203_R1368,ISD_EustonTap_EustonTap3_ET203,1368,eng,2.0,2.0,3.0,3.0,3.0,3.0,4.0,2.0,-0.25,-0.1036,23.0,Female
ISD_EustonTap_EustonTap2_ET205_R1332,ISD_EustonTap_EustonTap2_ET205,1332,eng,2.0,2.0,2.0,4.0,5.0,2.0,4.0,1.0,-0.5303,0.0126,39.0,Female
ISD_EustonTap_EustonTap2_ET205_R1333,ISD_EustonTap_EustonTap2_ET205,1333,eng,1.0,2.0,4.0,5.0,4.0,1.0,1.0,1.0,-0.5303,0.6768,33.0,Male
ISD_EustonTap_EustonTap2_ET206_R1334,ISD_EustonTap_EustonTap2_ET206,1334,eng,4.0,3.0,4.0,5.0,4.0,3.0,4.0,2.0,-0.2197,0.2197,20.0,
ISD_EustonTap_EustonTap2_ET206_R1335,ISD_EustonTap_EustonTap2_ET206,1335,eng,4.0,4.0,4.0,4.0,3.0,2.0,3.0,3.0,0.1768,0.3232,40.0,Male
ISD_EustonTap_EustonTap2_ET206_R1336,ISD_EustonTap_EustonTap2_ET206,1336,eng,3.0,4.0,4.0,4.0,3.0,2.0,2.0,1.0,-0.0732,0.5732,53.0,Male
ISD_EustonTap_EustonTap2_ET207_R1338,ISD_EustonTap_EustonTap2_ET207,1338,eng,2.0,4.0,4.0,5.0,4.0,1.0,1.0,1.0,-0.2803,0.8232,25.0,Female
ISD_EustonTap_EustonTap2_ET207_R1339,ISD_EustonTap_EustonTap2_ET207,1339,eng,4.0,5.0,4.0,4.0,4.0,3.0,3.0,1.0,-0.0732,0.4697,67.0,Male
ISD_EustonTap_EustonTap2_ET207_R1340,ISD_EustonTap_EustonTap2_ET207,1340,eng,2.0,2.0,4.0,4.0,4.0,3.0,3.0,2.0,-0.4268,0.1768,59.0,Female
ISD_EustonTap_EustonTap2_ET207_R1341,ISD_EustonTap_EustonTap2_ET207,1341,eng,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,62.0,Male
ISD_EustonTap_EustonTap2_ET208_R1342,ISD_EustonTap_EustonTap2_ET208,1342,eng,2.0,1.0,2.0,4.0,4.0,4.0,5.0,1.0,-0.6464,-0.3107,24.0,Female
ISD_EustonTap_EustonTap2_ET209_R1343,ISD_EustonTap_EustonTap2_ET209,1343,eng,3.0,2.0,2.0,2.0,3.0,2.0,4.0,3.0,0.0732,-0.2803,70.0,Male
ISD_EustonTap_EustonTap2_ET209_R1344,ISD_EustonTap_EustonTap2_ET209,1344,eng,4.0,3.0,2.0,3.0,2.0,4.0,4.0,4.0,0.2071,-0.3536,72.0,Male
ISD_EustonTap_EustonTap2_ET210_R1345,ISD_EustonTap_EustonTap2_ET210,1345,eng,2.0,4.0,2.0,4.0,4.0,1.0,4.0,2.0,-0.1339,0.159,25.0,Male
ISD_EustonTap_EustonTap2_ET211_R1346,ISD_EustonTap_EustonTap2_ET211,1346,eng,1.0,2.0,3.0,2.0,3.0,2.0,4.0,5.0,0.0126,-0.3232,55.0,Male
ISD_EustonTap_EustonTap2_ET212_R1347,ISD_EustonTap_EustonTap2_ET212,1347,eng,2.0,4.0,3.0,4.0,3.0,2.0,4.0,2.0,-0.1036,0.1893,22.0,
ISD_EustonTap_EustonTap2_ET212_R1348,ISD_EustonTap_EustonTap2_ET212,1348,eng,4.0,4.0,4.0,5.0,4.0,3.0,4.0,2.0,-0.1464,0.2929,23.0,Female
ISD_EustonTap_EustonTap2_ET213_R1349,ISD_EustonTap_EustonTap2_ET213,1349,eng,2.0,3.0,4.0,2.0,2.0,4.0,1.0,2.0,-0.0732,0.2374,50.0,Female
ISD_EustonTap_EustonTap2_ET214_R1350,ISD_EustonTap_EustonTap2_ET214,1350,eng,3.0,4.0,4.0,4.0,2.0,2.0,1.0,2.0,0.1036,0.6036,26.0,Male
ISD_EustonTap_EustonTap2_ET215_R1351,ISD_EustonTap_EustonTap2_ET215,1351,eng,2.0,4.0,3.0,4.0,2.0,4.0,2.0,3.0,-0.0732,0.1768,48.0,Female
ISD_EustonTap_EustonTap2_ET216_R1352,ISD_EustonTap_EustonTap2_ET216,1352,eng,1.0,4.0,4.0,5.0,5.0,1.0,2.0,1.0,-0.4874,0.7197,34.0,Female
ISD_EustonTap_EustonTap2_ET217_R1353,ISD_EustonTap_EustonTap2_ET217,1353,eng,2.0,2.0,4.0,5.0,5.0,4.0,2.0,2.0,-0.6768,0.2803,20.0,Male
ISD_EustonTap_EustonTap2_ET217_R1354,ISD_EustonTap_EustonTap2_ET217,1354,eng,2.0,5.0,5.0,4.0,1.0,2.0,1.0,2.0,0.1768,0.7803,20.0,Female
ISD_EustonTap_EustonTap2_ET218_R1355,ISD_EustonTap_EustonTap2_ET218,1355,eng,3.0,4.0,3.0,4.0,4.0,4.0,4.0,2.0,-0.25,0.0429,20.0,Female
ISD_EustonTap_EustonTap2_ET218_R1356,ISD_EustonTap_EustonTap2_ET218,1356,eng,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,38.0,Male
ISD_EustonTap_EustonTap2_ET219_R1357,ISD_EustonTap_EustonTap2_ET219,1357,eng,2.0,2.0,4.0,3.0,3.0,4.0,3.0,2.0,-0.3232,0.0303,54.0,Male
ISD_EustonTap_EustonTap2_ET219_R1358,ISD_EustonTap_EustonTap2_ET219,1358,eng,3.0,3.0,2.0,4.0,3.0,5.0,3.0,2.0,-0.2929,-0.1036,37.0,Male
ISD_EustonTap_EustonTap2_ET220_R1359,ISD_EustonTap_EustonTap2_ET220,1359,eng,4.0,4.0,2.0,5.0,2.0,5.0,4.0,1.0,-0.159,0.0126,26.0,Female
ISD_EustonTap_EustonTap2_ET221_R1360,ISD_EustonTap_EustonTap2_ET221,1360,eng,5.0,3.0,4.0,1.0,4.0,1.0,1.0,1.0,0.25,0.4571,26.0,Male
ISD_EustonTap_EustonTap2_ET221_R1361,ISD_EustonTap_EustonTap2_ET221,1361,eng,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,0.0732,0.0732,18.0,Female
ISD_EustonTap_EustonTap2_ET222_R1362,ISD_EustonTap_EustonTap2_ET222,1362,eng,2.0,4.0,3.0,4.0,3.0,2.0,1.0,1.0,-0.1768,0.5732,27.0,Female
ISD_EustonTap_EustonTap3_ET302_R1366,ISD_EustonTap_EustonTap3_ET302,1366,eng,4.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,0.0303,-0.1768,23.0,Female
ISD_EustonTap_EustonTap3_ET302_R1367,ISD_EustonTap_EustonTap3_ET302,1367,eng,4.0,3.0,3.0,3.0,4.0,2.0,3.0,4.0,0.1464,0.0,25.0,Male
ISD_EustonTap_EustonTap3_ET303_R1370,ISD_EustonTap_EustonTap3_ET303,1370,eng,5.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,0.1036,0.1036,24.0,RatherNotSay
ISD_EustonTap_EustonTap3_ET303_R1371,ISD_EustonTap_EustonTap3_ET303,1371,eng,4.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,0.1768,0.1768,24.0,Male
ISD_EustonTap_EustonTap3_ET303_R1372,ISD_EustonTap_EustonTap3_ET303,1372,eng,3.0,5.0,3.0,3.0,3.0,4.0,3.0,2.0,0.0,0.1464,22.0,Female
ISD_EustonTap_EustonTap3_ET304_R1373,ISD_EustonTap_EustonTap3_ET304,1373,eng,4.0,3.0,2.0,2.0,3.0,5.0,4.0,4.0,0.1036,-0.5,18.0,Male
ISD_EustonTap_EustonTap3_ET305_R1374,ISD_EustonTap_EustonTap3_ET305,1374,eng,2.0,2.0,2.0,4.0,3.0,2.0,4.0,1.0,-0.3232,0.0126,25.0,Male
ISD_EustonTap_EustonTap3_ET306_R1375,ISD_EustonTap_EustonTap3_ET306,1375,eng,2.0,4.0,4.0,5.0,5.0,1.0,1.0,1.0,-0.3839,0.8232,22.0,Female
ISD_EustonTap_EustonTap3_ET306_R1376,ISD_EustonTap_EustonTap3_ET306,1376,eng,4.0,3.0,2.0,2.0,4.0,2.0,2.0,2.0,0.0732,0.0732,22.0,Male
ISD_EustonTap_EustonTap3_ET306_R1377,ISD_EustonTap_EustonTap3_ET306,1377,eng,3.0,4.0,3.0,3.0,4.0,3.0,3.0,2.0,-0.1036,0.1464,22.0,Female
ISD_EustonTap_EustonTap3_ET306_R1378,ISD_EustonTap_EustonTap3_ET306,1378,eng,3.0,4.0,5.0,4.0,4.0,4.0,3.0,3.0,-0.1768,0.2803,22.0,Female
ISD_EustonTap_EustonTap3_ET306_R1379,ISD_EustonTap_EustonTap3_ET306,1379,eng,4.0,2.0,4.0,2.0,2.0,4.0,2.0,2.0,0.0607,0.0607,25.0,Male
ISD_EustonTap_EustonTap3_ET307_R1380,ISD_EustonTap_EustonTap3_ET307,1380,eng,2.0,4.0,5.0,4.0,4.0,2.0,1.0,2.0,-0.2071,0.7071,19.0,Female
ISD_EustonTap_EustonTap3_ET307_R1381,ISD_EustonTap_EustonTap3_ET307,1381,eng,2.0,3.0,3.0,4.0,4.0,3.0,3.0,2.0,-0.3536,0.1464,18.0,Female
ISD_EustonTap_EustonTap3_ET307_R1382,ISD_EustonTap_EustonTap3_ET307,1382,eng,2.0,3.0,4.0,4.0,3.0,2.0,2.0,1.0,-0.25,0.5,20.0,Male
ISD_EustonTap_EustonTap3_ET308_R1383,ISD_EustonTap_EustonTap3_ET308,1383,eng,4.0,1.0,3.0,4.0,3.0,4.0,3.0,2.0,-0.2626,-0.0732,19.0,Female
ISD_EustonTap_EustonTap3_ET310_R1385,ISD_EustonTap_EustonTap3_ET310,1385,eng,2.0,1.0,2.0,2.0,2.0,5.0,4.0,2.0,-0.2929,-0.5,62.0,Male
ISD_EustonTap_EustonTap3_ET310_R1386,ISD_EustonTap_EustonTap3_ET310,1386,eng,2.0,4.0,4.0,5.0,4.0,4.0,3.0,4.0,-0.2803,0.1768,36.0,Male
ISD_EustonTap_EustonTap3_ET311_R1387,ISD_EustonTap_EustonTap3_ET311,1387,eng,1.0,4.0,4.0,4.0,3.0,3.0,1.0,1.0,-0.3536,0.6036,23.0,Female
ISD_EustonTap_EustonTap3_ET312_R1388,ISD_EustonTap_EustonTap3_ET312,1388,eng,1.0,4.0,3.0,5.0,4.0,4.0,4.0,1.0,-0.6036,0.1893,29.0,Male
